,ins_true_x,ins_true_y,ins_x,ins_y
2053,20530,20530,20551.14491,20530.65005
2054,20540,20540,20568.15632,20554.35591
2055,20550,20550,20576.46219,20560.52854
2056,20560,20560,20580.28585,20559.98434
2057,20570,20570,20587.16213,20575.59777
2058,20580,20580,20596.39787,20583.76534
2059,20590,20590,20607.70008,20595.42618
2060,20600,20600,20623.11768,20600.64298
2061,20610,20610,20646.47934,20615.29572
2062,20620,20620,20665.76333,20627.47354
2063,20630,20630,20676.23343,20638.94027
2064,20640,20640,20692.93814,20643.42754
2065,20650,20650,20704.31519,20657.92831
2066,20660,20660,20712.31326,20674.63584
2067,20670,20670,20720.62978,20686.46719
2068,20680,20680,20734.33029,20692.74847
2069,20690,20690,20750.51877,20702.50703
2070,20700,20700,20759.24545,20714.19244
2071,20710,20710,20771.49921,20730.69843
2072,20720,20720,20779.63326,20740.11353
2073,20730,20730,20786.95849,20740.18247
2074,20740,20740,20808.25179,20752.8929
2075,20750,20750,20818.12413,20761.90325
2076,20760,20760,20835.5318,20756.00072
2077,20770,20770,20840.83806,20767.2413
2078,20780,20780,20846.36461,20772.76981
2079,20790,20790,20863.93542,20789.99683
2080,20800,20800,20878.07962,20788.97343
2081,20810,20810,20893.28264,20807.21261
2082,20820,20820,20897.55646,20821.23232
2083,20830,20830,20903.18221,20840.81745
2084,20840,20840,20903.73109,20853.05554
2085,20850,20850,20919.54759,20866.5185
2086,20860,20860,20933.55729,20875.50067
2087,20870,20870,20942.60414,20878.33509
2088,20880,20880,20941.46378,20881.6681
2089,20890,20890,20956.06843,20894.4769
2090,20900,20900,20957.18726,20896.5247
2091,20910,20910,20971.24675,20897.94964
2092,20920,20920,20971.08243,20905.58448
2093,20930,20930,20983.47915,20920.67549
2094,20940,20940,20992.48629,20932.8057
2095,20950,20950,20995.36593,20938.60902
2096,20960,20960,20998.69721,20962.50877
2097,20970,20970,20997.67688,20962.38805
2098,20980,20980,21017.96957,20966.60422
2099,20990,20990,21036.04008,20979.28312
2100,21000,21000,21037.79549,20987.98276
2101,21010,21010,21047.93139,20992.96789
2102,21020,21020,21054.48592,21011.45008
2103,21030,21030,21054.18518,21021.9073
2104,21040,21040,21070.73528,21030.75508
2105,21050,21050,21078.03375,21045.59626
2106,21060,21060,21087.97467,21051.40407
2107,21070,21070,21096.06716,21070.96105
2108,21080,21080,21107.95736,21079.50066
2109,21090,21090,21123.05074,21096.31232
2110,21100,21100,21128.08058,21109.76126
2111,21110,21110,21140.1313,21128.85815
2112,21120,21120,21145.64156,21139.47154
2113,21130,21130,21166.53544,21151.52737
2114,21140,21140,21184.42072,21165.6488
2115,21150,21150,21196.25004,21177.86479
2116,21160,21160,21199.93292,21194.64609
2117,21170,21170,21207.898,21198.28616
2118,21180,21180,21229.82116,21205.07624
2119,21190,21190,21228.31106,21216.37738
2120,21200,21200,21239.66908,21239.87897
2121,21210,21210,21254.47233,21252.7641
2122,21220,21220,21266.28513,21264.73815
2123,21230,21230,21279.00467,21273.3061
2124,21240,21240,21291.89743,21284.72867
2125,21250,21250,21299.67148,21291.27735
2126,21260,21260,21311.16857,21302.18737
2127,21270,21270,21313.85644,21315.91781
2128,21280,21280,21323.0102,21329.61226
2129,21290,21290,21321.69665,21334.41786
2130,21300,21300,21335.87852,21341.1397
2131,21310,21310,21342.16969,21360.01037
2132,21320,21320,21350.21694,21374.54138
2133,21330,21330,21365.19777,21394.70668
2134,21340,21340,21375.74226,21402.60839
2135,21350,21350,21384.43712,21417.0606
2136,21360,21360,21389.23766,21429.59308
2137,21370,21370,21394.59584,21441.564
2138,21380,21380,21398.08536,21455.62825
2139,21390,21390,21403.98977,21459.10052
2140,21400,21400,21407.04908,21472.81358
2141,21410,21410,21428.43836,21482.35738
2142,21420,21420,21438.77658,21495.48373
2143,21430,21430,21455.76166,21508.97814
2144,21440,21440,21469.08328,21514.85264
2145,21450,21450,21484.01051,21525.04932
2146,21460,21460,21493.74662,21533.1663
2147,21470,21470,21506.17935,21544.21267
2148,21480,21480,21523.38562,21561.36031
2149,21490,21490,21530.44528,21574.92418
2150,21500,21500,21536.73543,21576.91038
2151,21510,21510,21551.48023,21583.32269
2152,21520,21520,21562.90592,21603.53566
2153,21530,21530,21568.52979,21617.15704
2154,21540,21540,21569.79115,21627.55704
2155,21550,21550,21580.75441,21639.97644
2156,21560,21560,21599.33948,21650.67843
2157,21570,21570,21605.39129,21663.57059
2158,21580,21580,21610.39473,21671.16716
2159,21590,21590,21623.74963,21672.54957
2160,21600,21600,21606.93756,21595.09664
2161,21610,21610,21611.25711,21602.73465
2162,21620,21620,21625.78176,21619.06174
2163,21630,21630,21633.01844,21635.44017
2164,21640,21640,21641.57987,21647.12006
2165,21650,21650,21644.30041,21661.68933
2166,21660,21660,21654.46921,21667.57527
2167,21670,21670,21666.05677,21674.69789
2168,21680,21680,21672.43134,21675.30074
2169,21690,21690,21687.42757,21676.38008
2170,21700,21700,21698.10782,21686.89742
2171,21710,21710,21707.68561,21688.55181
2172,21720,21720,21720.45247,21705.34611
2173,21730,21730,21724.16132,21718.00735
2174,21740,21740,21732.96125,21722.07136
2175,21750,21750,21736.83322,21733.06876
2176,21760,21760,21753.39375,21748.24124
2177,21770,21770,21766.13213,21765.03209
2178,21780,21780,21773.54982,21766.41816
2179,21790,21790,21784.75655,21782.45403
2180,21800,21800,21798.35233,21798.16007
2181,21810,21810,21803.77453,21804.47953
2182,21820,21820,21805.68979,21820.05326
2183,21830,21830,21818.81524,21829.91382
2184,21840,21840,21829.90748,21839.37092
2185,21850,21850,21842.23778,21846.62221
2186,21860,21860,21855.26243,21853.61442
2187,21870,21870,21868.3577,21857.32586
2188,21880,21880,21875.84976,21871.6658
2189,21890,21890,21887.38553,21881.29668
2190,21900,21900,21892.8605,21893.76785
2191,21910,21910,21909.90967,21899.39111
2192,21920,21920,21928.50167,21908.73021
2193,21930,21930,21929.12015,21919.59663
2194,21940,21940,21940.52748,21923.36685
2195,21950,21950,21950.86864,21941.69373
2196,21960,21960,21962.30161,21947.62934
2197,21970,21970,21976.31308,21960.86432
2198,21980,21980,21975.04206,21965.01418
2199,21990,21990,21984.12467,21972.65818
2200,22000,22000,21982.03544,21980.62803
2201,22010,22010,22000.52016,21986.45522
2202,22020,22020,22014.91113,21995.86533
2203,22030,22030,22030.69655,22007.47082
2204,22040,22040,22043.88177,22018.26818
2205,22050,22050,22059.38996,22030.15421
2206,22060,22060,22071.94263,22038.52023
2207,22070,22070,22078.6946,22050.40097
2208,22080,22080,22092.33523,22052.78049
2209,22090,22090,22106.30981,22064.5854
2210,22100,22100,22124.30301,22076.22018
2211,22110,22110,22138.17275,22078.83134
2212,22120,22120,22151.77054,22083.24132
2213,22130,22130,22162.62491,22089.30373
2214,22140,22140,22180.67472,22094.2979
2215,22150,22150,22193.78566,22106.13234
2216,22160,22160,22207.1314,22115.72266
2217,22170,22170,22218.17956,22129.72923
2218,22180,22180,22231.15285,22139.25625
2219,22190,22190,22248.74274,22157.58976
2220,22200,22200,22259.79672,22174.52621
2221,22210,22210,22262.81951,22171.08759
2222,22220,22220,22268.81323,22194.70374
2223,22230,22230,22277.9938,22204.28242
2224,22240,22240,22288.48294,22211.90127
2225,22250,22250,22295.38005,22215.55603
2226,22260,22260,22302.24543,22221.10893
2227,22270,22270,22314.31807,22226.01135
2228,22280,22280,22321.74847,22230.37523
2229,22290,22290,22329.58613,22240.69996
2230,22300,22300,22329.32893,22259.85301
2231,22310,22310,22336.24125,22270.46809
2232,22320,22320,22338.44738,22277.6095
2233,22330,22330,22338.04723,22283.54021
2234,22340,22340,22343.97135,22296.35094
2235,22350,22350,22355.19243,22301.2225
2236,22360,22360,22365.1895,22305.17519
2237,22370,22370,22380.18724,22317.55724
2238,22380,22380,22399.13975,22320.25182
2239,22390,22390,22406.0519,22327.65888
2240,22400,22400,22420.41113,22327.4016
2241,22410,22410,22433.06041,22347.07621
2242,22420,22420,22448.19984,22354.96636
2243,22430,22430,22457.80183,22369.50111
2244,22440,22440,22473.22043,22384.91232
2245,22450,22450,22487.42135,22385.18344
2246,22460,22460,22510.8187,22394.86224
2247,22470,22470,22521.98614,22408.02257
2248,22480,22480,22538.079,22423.50231
2249,22490,22490,22556.34656,22430.77034
2250,22500,22500,22574.35119,22443.68435
2251,22510,22510,22596.38981,22452.65438
2252,22520,22520,22607.70872,22470.15705
2253,22530,22530,22617.55192,22474.10474
2254,22540,22540,22632.54299,22485.01217
2255,22550,22550,22643.20335,22486.4875
2256,22560,22560,22659.3798,22498.31048
2257,22570,22570,22658.02268,22500.88203
2258,22580,22580,22660.78285,22503.96758
2259,22590,22590,22663.11841,22512.57628
2260,22600,22600,22667.61955,22527.14911
2261,22610,22610,22678.83758,22537.6017
2262,22620,22620,22697.66735,22543.5183
2263,22630,22630,22712.16025,22561.83514
2264,22640,22640,22724.09679,22574.23383
2265,22650,22650,22727.56795,22588.85273
2266,22660,22660,22745.4067,22604.31069
2267,22670,22670,22750.90704,22619.30277
2268,22680,22680,22747.69475,22630.07338
2269,22690,22690,22759.1207,22640.63804
2270,22700,22700,22763.34156,22660.50587
2271,22710,22710,22768.76142,22655.17769
2272,22720,22720,22775.74677,22671.01154
2273,22730,22730,22781.23032,22679.56978
2274,22740,22740,22797.8454,22691.35531
2275,22750,22750,22810.87381,22695.39685
2276,22760,22760,22824.06906,22717.01583
2277,22770,22770,22832.91635,22724.4376
2278,22780,22780,22838.75841,22730.22306
2279,22790,22790,22830.92837,22738.14257
2280,22800,22800,22848.51857,22752.83813
2281,22810,22810,22860.9268,22764.32327
2282,22820,22820,22874.66098,22777.35995
2283,22830,22830,22887.02965,22790.44358
2284,22840,22840,22889.45708,22803.49421
2285,22850,22850,22902.0853,22826.07303
2286,22860,22860,22906.84727,22837.67356
2287,22870,22870,22919.06258,22841.8198
2288,22880,22880,22931.35696,22857.31755
2289,22890,22890,22944.08845,22870.91673
2290,22900,22900,22954.00938,22883.36984
2291,22910,22910,22965.09344,22897.44473
2292,22920,22920,22975.99906,22904.69341
2293,22930,22930,22975.4212,22903.52167
2294,22940,22940,22992.09308,22916.37541
2295,22950,22950,23006.42294,22929.72343
2296,22960,22960,23017.27205,22938.05914
2297,22970,22970,23029.7027,22940.96408
2298,22980,22980,23042.50729,22944.75182
2299,22990,22990,23056.54271,22949.74085
2300,23000,23000,23067.22198,22958.52196
2301,23010,23010,23080.63625,22968.01188
2302,23020,23020,23081.33513,22992.29009
2303,23030,23030,23087.16437,22996.63749
2304,23040,23040,23093.90079,23001.63402
2305,23050,23050,23114.70125,23016.73431
2306,23060,23060,23125.34523,23029.16001
2307,23070,23070,23134.23297,23034.88919
2308,23080,23080,23143.98248,23047.05345
2309,23090,23090,23153.30168,23056.65504
2310,23100,23100,23151.69394,23068.28802
2311,23110,23110,23171.23374,23078.41365
2312,23120,23120,23193.5323,23090.91003
2313,23130,23130,23202.07452,23100.32801
2314,23140,23140,23221.51093,23112.72352
2315,23150,23150,23225.14326,23122.24671
2316,23160,23160,23233.06336,23127.87797
2317,23170,23170,23242.88829,23142.42951
2318,23180,23180,23244.87229,23138.11051
2319,23190,23190,23266.28838,23145.32848
2320,23200,23200,23275.0469,23145.05792
2321,23210,23210,23291.32535,23161.98327
2322,23220,23220,23296.45348,23172.59713
2323,23230,23230,23306.39457,23175.56985
2324,23240,23240,23312.09887,23180.81902
2325,23250,23250,23324.45479,23194.43266
2326,23260,23260,23336.23474,23197.79978
2327,23270,23270,23341.46713,23205.04795
2328,23280,23280,23346.63388,23217.20632
2329,23290,23290,23362.55302,23227.63983
2330,23300,23300,23368.76334,23241.30469
2331,23310,23310,23377.35301,23242.7014
2332,23320,23320,23390.72383,23253.24698
2333,23330,23330,23391.55686,23264.82102
2334,23340,23340,23394.89327,23263.73266
2335,23350,23350,23404.19508,23268.63133
2336,23360,23360,23421.57454,23280.60951
2337,23370,23370,23434.95419,23288.5553
2338,23380,23380,23451.81442,23296.48513
2339,23390,23390,23468.03691,23312.80993
2340,23400,23400,23396.33478,23409.02666
2341,23410,23410,23404.14002,23418.12026
2342,23420,23420,23411.25368,23429.58334
2343,23430,23430,23423.77357,23442.80093
2344,23440,23440,23436.27579,23456.09815
2345,23450,23450,23452.753,23462.41633
2346,23460,23460,23461.15949,23467.60217
2347,23470,23470,23472.15171,23480.13653
2348,23480,23480,23482.89562,23487.54425
2349,23490,23490,23498.93084,23490.82302
2350,23500,23500,23508.04298,23499.24175
2351,23510,23510,23514.98719,23515.08563
2352,23520,23520,23523.23989,23530.93471
2353,23530,23530,23546.2865,23537.52196
2354,23540,23540,23557.19287,23547.39915
2355,23550,23550,23569.52494,23551.42054
2356,23560,23560,23587.1334,23568.54502
2357,23570,23570,23591.73316,23586.47356
2358,23580,23580,23595.63562,23590.37182
2359,23590,23590,23603.91286,23607.42097
2360,23600,23600,23609.37765,23616.45099
2361,23610,23610,23619.18209,23623.93399
2362,23620,23620,23617.69469,23637.01818
2363,23630,23630,23626.58947,23651.74996
2364,23640,23640,23641.33746,23662.26683
2365,23650,23650,23655.47156,23669.61951
2366,23660,23660,23669.94883,23679.02644
2367,23670,23670,23680.34233,23686.25938
2368,23680,23680,23695.35415,23702.84195
2369,23690,23690,23705.76465,23714.35549
2370,23700,23700,23708.95684,23720.68795
2371,23710,23710,23721.90425,23726.91005
2372,23720,23720,23719.97361,23734.68483
2373,23730,23730,23725.45229,23736.53001
2374,23740,23740,23732.96937,23747.40613
2375,23750,23750,23743.0088,23755.86276
2376,23760,23760,23752.87103,23764.63731
2377,23770,23770,23759.67576,23775.54013
2378,23780,23780,23766.35115,23789.32003
2379,23790,23790,23775.95214,23794.27766
2380,23800,23800,23787.22435,23808.30718
2381,23810,23810,23808.81114,23820.12312
2382,23820,23820,23822.03454,23829.73966
2383,23830,23830,23833.81477,23843.55459
2384,23840,23840,23837.3818,23854.87597
2385,23850,23850,23848.11642,23870.43271
2386,23860,23860,23855.08536,23874.23094
2387,23870,23870,23867.82999,23883.53443
2388,23880,23880,23892.73939,23894.4706
2389,23890,23890,23908.06587,23897.21923
2390,23900,23900,23922.02416,23909.39199
2391,23910,23910,23929.0809,23921.70866
2392,23920,23920,23940.27826,23927.17264
2393,23930,23930,23948.60697,23948.42637
2394,23940,23940,23959.82726,23961.42088
2395,23950,23950,23970.74317,23972.41866
2396,23960,23960,23975.87077,23989.02638
2397,23970,23970,23982.27832,23997.92697
2398,23980,23980,23996.34506,24002.56903
2399,23990,23990,24001.02983,24020.88748
2400,24000,24000,24017.13251,24032.78758
2401,24010,24010,24026.39355,24040.52447
2402,24020,24020,24045.16494,24045.62064
2403,24030,24030,24059.07523,24060.63348
2404,24040,24040,24070.80846,24065.523
2405,24050,24050,24079.58457,24077.64403
2406,24060,24060,24092.07384,24092.47556
2407,24070,24070,24113.72802,24090.97926
2408,24080,24080,24125.48127,24106.86373
2409,24090,24090,24136.028,24118.34276
2410,24100,24100,24135.78362,24123.53795
2411,24110,24110,24142.55745,24125.92008
2412,24120,24120,24154.77914,24133.50377
2413,24130,24130,24159.07999,24135.47369
2414,24140,24140,24163.89189,24136.95581
2415,24150,24150,24166.77841,24145.62798
2416,24160,24160,24189.068,24147.93411
2417,24170,24170,24198.66277,24155.09284
2418,24180,24180,24204.06409,24169.30046
2419,24190,24190,24210.70077,24182.68275
2420,24200,24200,24222.59832,24194.22905
2421,24210,24210,24228.66816,24197.16637
2422,24220,24220,24240.15119,24212.24204
2423,24230,24230,24251.52809,24222.87396
2424,24240,24240,24258.73491,24232.67034
2425,24250,24250,24269.05153,24249.06471
2426,24260,24260,24272.81696,24248.84394
2427,24270,24270,24277.83031,24250.79169
2428,24280,24280,24290.29709,24256.58508
2429,24290,24290,24291.74234,24259.44984
2430,24300,24300,24299.93233,24271.71397
2431,24310,24310,24313.01215,24287.16048
2432,24320,24320,24318.38641,24298.30995
2433,24330,24330,24326.28335,24310.18573
2434,24340,24340,24321.0555,24313.92988
2435,24350,24350,24331.79765,24322.26054
2436,24360,24360,24335.86966,24337.8736
2437,24370,24370,24342.94198,24352.74375
2438,24380,24380,24362.43934,24358.21708
2439,24390,24390,24369.4278,24371.02297
2440,24400,24400,24388.0412,24377.64579
2441,24410,24410,24394.9705,24385.57477
2442,24420,24420,24393.86284,24396.57327
2443,24430,24430,24405.29055,24405.09422
2444,24440,24440,24417.456,24418.34928
2445,24450,24450,24422.13989,24423.76082
2446,24460,24460,24437.01579,24426.03336
2447,24470,24470,24440.15175,24436.38663
2448,24480,24480,24456.23388,24451.05372
2449,24490,24490,24454.40066,24460.53422
2450,24500,24500,24454.37973,24468.60163
2451,24510,24510,24451.34808,24478.77202
2452,24520,24520,24460.88668,24482.8886
2453,24530,24530,24464.96724,24490.36038
2454,24540,24540,24471.82772,24493.10445
2455,24550,24550,24496.59088,24509.10516
2456,24560,24560,24505.07351,24513.3201
2457,24570,24570,24509.80693,24529.54727
2458,24580,24580,24518.05233,24539.24812
2459,24590,24590,24522.54589,24536.99425
2460,24600,24600,24534.477,24548.79713
2461,24610,24610,24549.80083,24567.81954
2462,24620,24620,24551.52457,24587.67015
2463,24630,24630,24572.78579,24606.00084
2464,24640,24640,24577.75551,24614.68171
2465,24650,24650,24593.27807,24627.42287
2466,24660,24660,24603.27549,24638.84969
2467,24670,24670,24611.80934,24646.51616
2468,24680,24680,24624.5784,24651.44946
2469,24690,24690,24639.11783,24667.82129
2470,24700,24700,24651.55167,24684.55934
2471,24710,24710,24659.61948,24693.05436
2472,24720,24720,24675.0064,24697.27264
2473,24730,24730,24683.86444,24709.92785
2474,24740,24740,24687.00373,24717.44639
2475,24750,24750,24695.75369,24724.02401
2476,24760,24760,24704.21431,24738.53169
2477,24770,24770,24707.43763,24752.94101
2478,24780,24780,24727.85223,24764.6695
2479,24790,24790,24732.88203,24775.04576
2480,24800,24800,24744.71957,24779.05265
2481,24810,24810,24748.8313,24792.95002
2482,24820,24820,24750.5746,24806.91297
2483,24830,24830,24758.08429,24814.9148
2484,24840,24840,24770.64454,24821.78871
2485,24850,24850,24784.24531,24834.94198
2486,24860,24860,24792.10272,24854.49178
2487,24870,24870,24809.3702,24862.88539
2488,24880,24880,24817.42599,24877.88943
2489,24890,24890,24820.977,24887.57296
2490,24900,24900,24837.01963,24901.07543
2491,24910,24910,24852.83283,24905.87642
2492,24920,24920,24866.99194,24919.1255
2493,24930,24930,24877.07719,24920.84199
2494,24940,24940,24875.56065,24922.6233
2495,24950,24950,24883.77421,24937.38015
2496,24960,24960,24885.16822,24953.75585
2497,24970,24970,24886.76393,24961.18901
2498,24980,24980,24903.90828,24971.81073
2499,24990,24990,24919.45936,24982.53767
2500,25000,25000,24929.40872,24990.90279
2501,25010,25010,24934.59546,24995.03189
2502,25020,25020,24943.23065,25003.04808
2503,25030,25030,24954.14901,25017.20716
2504,25040,25040,24962.77492,25028.59933
2505,25050,25050,24977.89518,25035.91634
2506,25060,25060,24992.86739,25045.20577
2507,25070,25070,25002.63608,25057.78351
2508,25080,25080,25010.67907,25061.92354
2509,25090,25090,25017.42566,25078.09808
2510,25100,25100,25024.16232,25089.3707
2511,25110,25110,25034.4066,25104.34811
2512,25120,25120,25041.22493,25110.16666
2513,25130,25130,25045.78961,25111.26234
2514,25140,25140,25057.10676,25121.56742
2515,25150,25150,25060.84353,25119.5368
2516,25160,25160,25072.43731,25127.69913
2517,25170,25170,25077.42605,25140.12932
2518,25180,25180,25086.71664,25151.58278
2519,25190,25190,25093.6467,25163.71343
2520,25200,25200,25205.75074,25202.22376
2521,25210,25210,25212.91131,25221.59128
2522,25220,25220,25225.96379,25225.59461
2523,25230,25230,25231.13949,25232.01431
2524,25240,25240,25247.34883,25248.50561
2525,25250,25250,25255.1296,25266.08872
2526,25260,25260,25259.1606,25277.78563
2527,25270,25270,25264.91546,25295.03064
2528,25280,25280,25276.28494,25298.71912
2529,25290,25290,25301.67018,25307.4442
2530,25300,25300,25310.24566,25322.77641
2531,25310,25310,25317.35106,25333.47329
2532,25320,25320,25333.41152,25347.8828
2533,25330,25330,25346.01253,25358.79595
2534,25340,25340,25356.87757,25370.35968
2535,25350,25350,25378.39568,25380.77726
2536,25360,25360,25387.37152,25400.19888
2537,25370,25370,25402.36069,25416.49822
2538,25380,25380,25414.19598,25432.63146
2539,25390,25390,25418.19039,25438.8318
2540,25400,25400,25427.29534,25444.44107
2541,25410,25410,25432.53807,25461.71703
2542,25420,25420,25436.02905,25475.06151
2543,25430,25430,25455.64772,25490.79419
2544,25440,25440,25460.70524,25508.81769
2545,25450,25450,25465.1851,25520.38834
2546,25460,25460,25475.68917,25521.79538
2547,25470,25470,25482.81076,25532.1923
2548,25480,25480,25492.54382,25541.01484
2549,25490,25490,25504.71972,25547.56441
2550,25500,25500,25513.96921,25554.45897
2551,25510,25510,25527.41898,25550.13277
2552,25520,25520,25535.99661,25554.32922
2553,25530,25530,25546.39758,25562.82914
2554,25540,25540,25556.82095,25574.76873
2555,25550,25550,25565.4587,25587.13029
2556,25560,25560,25567.32791,25603.43356
2557,25570,25570,25573.25494,25611.91895
2558,25580,25580,25583.31394,25613.6309
2559,25590,25590,25596.21943,25620.04237
2560,25600,25600,25608.73989,25629.14437
2561,25610,25610,25622.54801,25637.03027
2562,25620,25620,25637.15075,25650.80561
2563,25630,25630,25644.27213,25660.71965
2564,25640,25640,25657.13713,25666.40014
2565,25650,25650,25670.64378,25672.87409
2566,25660,25660,25676.25928,25678.83494
2567,25670,25670,25682.7657,25692.89011
2568,25680,25680,25693.13071,25702.54227
2569,25690,25690,25703.06385,25709.98523
2570,25700,25700,25712.88291,25720.93665
2571,25710,25710,25725.11526,25719.55668
2572,25720,25720,25728.83896,25733.21478
2573,25730,25730,25734.90539,25741.89175
2574,25740,25740,25748.56846,25756.92047
2575,25750,25750,25760.93083,25769.95522
2576,25760,25760,25774.68629,25780.78767
2577,25770,25770,25789.02084,25783.12921
2578,25780,25780,25804.52739,25781.40798
2579,25790,25790,25818.44643,25788.55462
2580,25800,25800,25825.22891,25797.2579
2581,25810,25810,25826.73504,25806.06495
2582,25820,25820,25829.75172,25813.90882
2583,25830,25830,25835.96267,25824.69913
2584,25840,25840,25842.66727,25828.99316
2585,25850,25850,25858.53433,25841.02259
2586,25860,25860,25872.63261,25850.6762
2587,25870,25870,25879.62202,25861.33546
2588,25880,25880,25889.81267,25868.04168
2589,25890,25890,25902.3824,25867.79381
2590,25900,25900,25908.11844,25884.65064
2591,25910,25910,25917.27646,25888.36536
2592,25920,25920,25927.83436,25891.93523
2593,25930,25930,25939.4354,25901.82518
2594,25940,25940,25951.29111,25905.93398
2595,25950,25950,25962.11728,25910.22154
2596,25960,25960,25967.01028,25926.37412
2597,25970,25970,25970.49869,25940.71568
2598,25980,25980,25984.04942,25951.92553
2599,25990,25990,25997.6868,25970.31149
2600,26000,26000,26005.29794,25981.96036
2601,26010,26010,26013.51122,25995.96107
2602,26020,26020,26020.28271,25999.35131
2603,26030,26030,26027.45415,26013.76628
2604,26040,26040,26048.12332,26020.94956
2605,26050,26050,26056.31432,26034.28123
2606,26060,26060,26064.55272,26057.02938
2607,26070,26070,26078.8929,26065.91451
2608,26080,26080,26093.70443,26084.03954
2609,26090,26090,26099.54458,26090.88015
2610,26100,26100,26103.72968,26098.07717
2611,26110,26110,26111.55197,26120.09814
2612,26120,26120,26104.81105,26125.22798
2613,26130,26130,26112.33572,26143.43757
2614,26140,26140,26116.35365,26161.51367
2615,26150,26150,26129.81959,26174.33264
2616,26160,26160,26147.80064,26178.38469
2617,26170,26170,26158.42141,26184.97696
2618,26180,26180,26160.9611,26193.88569
2619,26190,26190,26173.20379,26208.05364
2620,26200,26200,26181.76027,26215.01649
2621,26210,26210,26194.58841,26229.15354
2622,26220,26220,26200.32574,26237.95786
2623,26230,26230,26208.45336,26235.58342
2624,26240,26240,26223.64034,26233.55663
2625,26250,26250,26231.50345,26248.42856
2626,26260,26260,26241.96188,26258.74769
2627,26270,26270,26252.76014,26275.94324
2628,26280,26280,26254.78196,26286.42604
2629,26290,26290,26259.79826,26300.83199
2630,26300,26300,26264.43542,26314.50889
2631,26310,26310,26267.80727,26319.00467
2632,26320,26320,26280.75714,26334.41274
2633,26330,26330,26288.67734,26339.76284
2634,26340,26340,26302.80627,26353.56045
2635,26350,26350,26316.18247,26352.87272
2636,26360,26360,26324.03279,26364.06212
2637,26370,26370,26329.73531,26372.47865
2638,26380,26380,26335.07278,26383.11994
2639,26390,26390,26346.93626,26394.53227
2640,26400,26400,26352.65115,26391.37028
2641,26410,26410,26360.23659,26404.08653
2642,26420,26420,26367.07459,26407.67454
2643,26430,26430,26380.77501,26421.75967
2644,26440,26440,26401.31689,26441.22002
2645,26450,26450,26416.17237,26454.48276
2646,26460,26460,26433.82099,26472.30189
2647,26470,26470,26445.16831,26475.95028
2648,26480,26480,26458.27866,26483.6517
2649,26490,26490,26462.15636,26492.9162
2650,26500,26500,26471.88323,26495.49966
2651,26510,26510,26474.38354,26513.90442
2652,26520,26520,26478.66313,26519.08326
2653,26530,26530,26491.85527,26531.46094
2654,26540,26540,26504.75408,26537.14718
2655,26550,26550,26506.07712,26550.77206
2656,26560,26560,26518.42809,26561.79785
2657,26570,26570,26519.30767,26574.21597
2658,26580,26580,26537.58222,26591.04839
2659,26590,26590,26541.23621,26599.4496
2660,26600,26600,26549.66968,26614.7808
2661,26610,26610,26557.61427,26616.53676
2662,26620,26620,26566.228,26625.47945
2663,26630,26630,26573.6898,26636.206
2664,26640,26640,26582.94936,26650.08667
2665,26650,26650,26589.93427,26664.49513
2666,26660,26660,26598.51342,26673.06774
2667,26670,26670,26615.17088,26686.10782
2668,26680,26680,26621.43559,26690.65879
2669,26690,26690,26626.85262,26689.00717
2670,26700,26700,26643.11214,26699.95341
2671,26710,26710,26650.72355,26713.45592
2672,26720,26720,26663.02268,26711.09524
2673,26730,26730,26669.87455,26720.99629
2674,26740,26740,26685.82676,26735.66397
2675,26750,26750,26696.73183,26744.5757
2676,26760,26760,26703.15061,26751.90399
2677,26770,26770,26719.05896,26763.47367
2678,26780,26780,26732.59864,26776.57616
2679,26790,26790,26745.21091,26780.94774
2680,26800,26800,26757.84613,26784.91573
2681,26810,26810,26761.69608,26797.83491
2682,26820,26820,26761.10202,26819.02254
2683,26830,26830,26769.02362,26825.48942
2684,26840,26840,26772.79467,26835.88577
2685,26850,26850,26781.20443,26842.17937
2686,26860,26860,26789.31785,26855.60897
2687,26870,26870,26801.38364,26877.65736
2688,26880,26880,26812.56155,26890.28999
2689,26890,26890,26826.51413,26889.71357
2690,26900,26900,26830.52677,26892.23626
2691,26910,26910,26839.90991,26896.82718
2692,26920,26920,26849.00992,26905.21079
2693,26930,26930,26857.99626,26913.5241
2694,26940,26940,26865.68466,26926.1899
2695,26950,26950,26883.7602,26934.04522
2696,26960,26960,26894.66798,26943.42393
2697,26970,26970,26905.4649,26955.1356
2698,26980,26980,26919.36639,26959.88016
2699,26990,26990,26925.88528,26963.82575
2700,27000,27000,27006.82107,27003.06153
2701,27010,27010,27021.66161,27015.2196
2702,27020,27020,27033.64762,27024.19067
2703,27030,27030,27044.8322,27045.97259
2704,27040,27040,27056.67543,27044.02981
2705,27050,27050,27069.96932,27050.59804
2706,27060,27060,27084.81535,27055.10524
2707,27070,27070,27101.87124,27068.54284
2708,27080,27080,27114.77659,27067.3763
2709,27090,27090,27124.07721,27084.98683
2710,27100,27100,27136.22571,27100.39351
2711,27110,27110,27151.35573,27117.08581
2712,27120,27120,27164.13902,27122.75566
2713,27130,27130,27170.87946,27126.56757
2714,27140,27140,27191.61508,27127.82365
2715,27150,27150,27203.10296,27140.83147
2716,27160,27160,27213.87301,27156.2482
2717,27170,27170,27225.24568,27161.55691
2718,27180,27180,27233.846,27180.80592
